物种代码,物种中文名,科学学名,观测地名称,观测时间,纬度,经度,数量,省份代码,检查表ID
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,垦利新汇东海岸温泉大酒店,2025-11-17 09:45,37.5484021,118.9286344,10,CN-37,S285170617
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,东陵公园 (Dongling Park),2025-11-17 12:00,41.8388527,123.5904122,5,CN-21,S284902265
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,沙河水库--巩华城半岛 (Shahe Reservoir--Gonghuacheng Peninsula),2025-11-17 12:20,40.132575,116.2998359,1,CN-11,S285041053
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,澉南海堤湿地 (Gannan Coast and Wetlands),2025-11-17 12:30,30.341823,120.877044,10,CN-33,S284874373
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,澉南海堤湿地 (Gannan Coast and Wetlands),2025-11-17 12:30,30.341823,120.877044,35,CN-33,S284874373
gragoo,灰雁 (Graylag Goose),Anser anser,陕西省杨陵区渭河,2025-11-17 13:00,34.23776,108.05886,2,CN-61,S292559989
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,南汇东滩,2025-11-17 13:00,30.90656,121.98214,1,CN-31,S290006397
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"朝阳体育中心(39.9447,116.5284)",2025-11-17 13:10,39.944678,116.528357,2,CN-11,S284872925
gragoo,灰雁 (Graylag Goose),Anser anser,"Rengong He (37.79105, 119.03813)",2025-11-17 13:15,37.79105,119.038126,65,CN-37,S284891119
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"Rengong He (37.79105, 119.03813)",2025-11-17 13:15,37.79105,119.038126,7,CN-37,S284891119
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"Rengong He (37.79105, 119.03813)",2025-11-17 13:15,37.79105,119.038126,3500,CN-37,S284891119
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),2025-11-17 15:30,33.603891,120.5134201,1,CN-32,S285332510
gragoo,灰雁 (Graylag Goose),Anser anser,Ziyaxin River,2025-11-17 16:00,38.6381377,117.4107499,12,CN-12,S285135692
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,Ziyaxin River,2025-11-17 16:00,38.6381377,117.4107499,150,CN-12,S285135692
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,边村湿地 (Biancun Wetlands),2025-11-18 07:10,39.0229205,117.1514151,10,CN-12,S285135856
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"乐余镇, 苏州市 CN-江苏省 31.83887, 120.83644",2025-11-18 07:49,31.838875,120.836437,48,CN-32,S285013124
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,条子泥--中段 (Tiaozini Tidal Flats--Central Section),2025-11-18 09:07,32.75,120.96,1,CN-32,S286058147
gragoo,灰雁 (Graylag Goose),Anser anser,渔潭村(Yutan Village),2025-11-18 10:00,31.2371324,115.8658773,22,CN-34,S299050760
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,黄河三角洲自然保护区--黄河口管理站 (Yellow River Delta NNR--Estuary Station),2025-11-18 10:08,37.7830957,119.0770984,3,CN-37,S285018421
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,五丰岛 (Wufeng Island),2025-11-18 11:34,30.0936579,120.1213419,4,CN-33,S285005675
gragoo,灰雁 (Graylag Goose),Anser anser,"Wa Yun Lu, Jin Hua Shi, Zhe Jiang Sheng, CN (29.138, 119.642)",2025-11-18 12:43,29.1375829,119.6420202,1,CN-33,S285881273
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,中国常熟世界联合学院 (United World College Changshu China),2025-11-18 14:36,31.6062026,120.7367693,15,CN-32,S285011373
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,青山湖 (Qingshan Lake),2025-11-18 15:17,30.2397529,119.757281,7,CN-33,S285010947
gragoo,灰雁 (Graylag Goose),Anser anser,"Bihari Lu pools near small police station (37.72310, 119.01573)",2025-11-18 15:46,37.723105,119.015734,35,CN-37,S285018481
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"Bihari Lu pools near small police station (37.72310, 119.01573)",2025-11-18 15:46,37.723105,119.015734,2,CN-37,S285018481
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"Bihari Lu pools near small police station (37.72310, 119.01573)",2025-11-18 15:46,37.723105,119.015734,245,CN-37,S285018481
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,黄河故道,2025-11-19 07:00,38.0204757,118.7208299,1,CN-37,S287919692
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,塔礁洲 (Tajiao Shoal),2025-11-19 08:28,25.951441,119.360333,2,CN-35,S285130274
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,塔礁洲 (Tajiao Shoal),2025-11-19 08:28,25.951441,119.360333,12,CN-35,S285130274
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,塔礁洲 (Tajiao Shoal),2025-11-19 08:28,25.951441,119.360333,7,CN-35,S285130274
gragoo,灰雁 (Graylag Goose),Anser anser,明孝陵 (The Xiaoling Tomb),2025-11-19 09:30,32.0529784,118.83974,2,CN-32,S285535930
gragoo,灰雁 (Graylag Goose),Anser anser,东营滨海大道,2025-11-19 10:30,37.5167245,118.9136395,1,CN-37,S287920311
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,东营滨海大道,2025-11-19 10:30,37.5167245,118.9136395,1,CN-37,S287920311
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园北园 (Olympic Forest Park North),2025-11-19 14:05,40.0271199,116.3929873,7,CN-11,S285134760
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园北园 (Olympic Forest Park North),2025-11-19 14:05,40.0271199,116.3929873,7,CN-11,S285134760
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园北园 (Olympic Forest Park North),2025-11-19 14:05,40.0271199,116.3929873,75,CN-11,S285134760
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"浦沿江滩 (Puyan Section, Qiantang River)",2025-11-19 14:39,30.1492958,120.1415074,2,CN-33,S285135912
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"余杭南湖 (South Lake, Yuhang)",2025-11-20 06:10,30.2575136,119.9171877,6,CN-33,S287980022
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,海陵大堤 (Hailing Embankment),2025-11-20 08:45,21.6826954,111.9184342,1,CN-44,S285287919
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,鼎湖山国家级自然保护区 (Dinghu Mountain NNR),2025-11-20 09:00,23.1724392,112.5327873,0,CN-44,S285309632
gragoo,灰雁 (Graylag Goose),Anser anser,怀柔水库,2025-11-20 09:43,40.316516,116.576915,2,CN-11,S285245815
gragoo,灰雁 (Graylag Goose),Anser anser,上海动物园 (Shanghai Zoo),2025-11-20 10:45,31.1925692,121.3647346,6,CN-31,S285254668
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,上海动物园 (Shanghai Zoo),2025-11-20 10:45,31.1925692,121.3647346,3,CN-31,S285254668
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,千岛湖 (Qiandao Lake [General Area]),2025-11-20 12:51,29.5805932,118.9763546,1,CN-33,S285263105
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),2025-11-20 13:21,31.4951401,121.9647217,20,CN-31,S285380610
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),2025-11-20 13:21,31.4951401,121.9647217,1,CN-31,S285380610
gragoo,灰雁 (Graylag Goose),Anser anser,", 东营市, 山东省, CN (37.729, 118.984)",2025-11-20 15:26,37.7292938,118.9837341,100,CN-37,S285259734
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,", 东营市, 山东省, CN (37.733, 118.973)",2025-11-20 16:15,37.7327003,118.9726868,0,CN-37,S285262109
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,", 东营市, 山东省, CN (37.733, 118.973)",2025-11-20 16:15,37.7327003,118.9726868,0,CN-37,S285262109
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,", 东营市, 山东省, CN (37.733, 118.973)",2025-11-20 16:15,37.7327003,118.9726868,0,CN-37,S285262109
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,和顺古镇--镇外湿地 (Heshun Old Town--Outskirt Wetlands),2025-11-20 17:13,25.015154,98.4619184,1,CN-53,S287619453
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,曹娥江口 (Cao'e River Estuary),2025-11-21 06:30,30.2208245,120.7632158,2,CN-33,S285391784
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,Zheng'An Anchang Wetland Park,2025-11-21 09:10,28.6242067,107.4501717,3,CN-52,S285382445
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,顺坝垦区 (Shunba Agricultural Area),2025-11-21 11:26,30.274664,120.277054,3,CN-33,S285404070
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,条子泥--北段 (Tiaozini Tidal Flats--North Section),2025-11-21 12:29,32.8521309,120.9678737,13,CN-32,S285889882
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,条子泥--北段 (Tiaozini Tidal Flats--North Section),2025-11-21 12:29,32.8521309,120.9678737,400,CN-32,S285889882
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,条子泥--北段 (Tiaozini Tidal Flats--North Section),2025-11-21 12:29,32.8521309,120.9678737,400,CN-32,S285889882
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),2025-11-21 12:51,31.4951401,121.9647217,0,CN-31,S285404139
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,Great Lawn,2025-11-21 16:00,28.3894069,118.0077584,3,CN-36,S285753401
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,顺坝垦区 (Shunba Agricultural Area),2025-11-21 16:00,30.274664,120.277054,10,CN-33,S285720304
gragoo,灰雁 (Graylag Goose),Anser anser,"黄河口镇, 东营市 CN-山东省 37.72226, 119.01765",2025-11-21 16:53,37.72226,119.017654,1,CN-37,S285420915
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"黄河口镇, 东营市 CN-山东省 37.72226, 119.01765",2025-11-21 16:53,37.72226,119.017654,1,CN-37,S285420915
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"黄河口镇, 东营市 CN-山东省 37.72226, 119.01765",2025-11-21 16:53,37.72226,119.017654,1,CN-37,S285420915
gragoo,灰雁 (Graylag Goose),Anser anser,后溪镇--天溪农业 (Houxi--Tianxi Farm),2025-11-22,28.8498125,118.7700624,1,CN-33,S287021175
gragoo,灰雁 (Graylag Goose),Anser anser,南海子公园 (Nanhaizi Park),2025-11-22 06:59,39.777136,116.4605969,380,CN-11,S285530254
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,渭河滩,2025-11-22 08:00,34.23657,108.02847,2,CN-61,S290290378
gragoo,灰雁 (Graylag Goose),Anser anser,渭河杨凌段 (Wei River - Yangling Section),2025-11-22 08:00,34.2350283,108.0710218,1,CN-61,S291186645
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,沙河水库--巩华城半岛 (Shahe Reservoir--Gonghuacheng Peninsula),2025-11-22 08:54,40.132575,116.2998359,1,CN-11,S285523714
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,白墙院子,2025-11-22 09:00,31.1747626,104.4159431,1,CN-51,S290797769
gragoo,灰雁 (Graylag Goose),Anser anser,独流减河北大港水库东门附近,2025-11-22 09:03,38.77201,117.557639,9,CN-12,S285877374
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,独流减河北大港水库东门附近,2025-11-22 09:03,38.77201,117.557639,20,CN-12,S285877374
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沙河水库--巩华城半岛 (Shahe Reservoir--Gonghuacheng Peninsula),2025-11-22 09:51,40.132575,116.2998359,1,CN-11,S285526223
gragoo,灰雁 (Graylag Goose),Anser anser,沉湖 (Chen Lake),2025-11-22 10:13,30.3077087,113.8482552,1,CN-42,S285883016
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沉湖 (Chen Lake),2025-11-22 10:13,30.3077087,113.8482552,1,CN-42,S285883016
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沉湖 (Chen Lake),2025-11-22 10:13,30.3077087,113.8482552,1,CN-42,S285883016
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,沉湖 (Chen Lake),2025-11-22 10:13,30.3077087,113.8482552,1,CN-42,S285883016
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,仁义墟附近农田边,2025-11-22 10:34,26.297461,112.67597,1,CN-43,S285518865
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,南汇东滩 (Nanhui Dongtan),2025-11-22 11:00,30.918356,121.9774164,1,CN-31,S285901152
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"林芝福建园 (Fujian Park, Nyingchi)",2025-11-22 11:00,29.6499573,94.3638629,1,CN-54,S286735742
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,珠江公园 (Zhujiang Park),2025-11-22 11:35,23.1200747,113.3400249,4,CN-44,S285522472
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,塔礁洲 (Tajiao Shoal),2025-11-22 12:12,25.951441,119.360333,5,CN-35,S285531596
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,塔礁洲 (Tajiao Shoal),2025-11-22 12:12,25.951441,119.360333,5,CN-35,S285531596
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,朝阳公园 (Chaoyang Park),2025-11-22 13:17,39.9395667,116.4792716,1,CN-11,S285539420
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),2025-11-22 13:32,33.603891,120.5134201,200,CN-32,S285534405
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),2025-11-22 13:32,33.603891,120.5134201,3,CN-32,S285534405
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,紫泥湖水库 (Zinihu Reservoir),2025-11-22 13:42,39.0475558,105.375718,120,CN-15,S286186574
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,小岛河码头 (Xiaodaohe Port),2025-11-22 14:00,37.5979632,118.9581929,1,CN-37,S285564591
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,小岛河码头 (Xiaodaohe Port),2025-11-22 14:00,37.5979632,118.9581929,1,CN-37,S285564591
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,小岛河码头 (Xiaodaohe Port),2025-11-22 14:00,37.5979632,118.9581929,1,CN-37,S285564591
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,钱塘大湾区湿地公园 (Qiantang Bay Area Wetland Park),2025-11-22 15:10,30.2900206,120.6830097,80,CN-33,S285536043
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,北八滧 (Beibayao),2025-11-22 15:37,31.5933223,121.8447603,10,CN-31,S285534770
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"余杭南湖 (South Lake, Yuhang)",2025-11-22 15:53,30.2575136,119.9171877,8,CN-33,S285536376
gragoo,灰雁 (Graylag Goose),Anser anser,"Bi Hai Lu, Dong Ying Shi, Shan Dong Sheng, CN (37.723, 119.017)",2025-11-22 15:59,37.7225923,119.0170092,20,CN-37,S285539559
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"Bi Hai Lu, Dong Ying Shi, Shan Dong Sheng, CN (37.723, 119.017)",2025-11-22 15:59,37.7225923,119.0170092,200,CN-37,S285539559
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,顺坝垦区 (Shunba Agricultural Area),2025-11-22 17:34,30.274664,120.277054,10,CN-33,S285544936
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,沙河水库--巩华城半岛 (Shahe Reservoir--Gonghuacheng Peninsula),2025-11-23 07:41,40.132575,116.2998359,1,CN-11,S285697371
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沉湖 (Chen Lake),2025-11-23 08:00,30.3077087,113.8482552,20,CN-42,S285928065
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沉湖 (Chen Lake),2025-11-23 08:00,30.3077087,113.8482552,500,CN-42,S285928065
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,沉湖 (Chen Lake),2025-11-23 08:00,30.3077087,113.8482552,300,CN-42,S285928065
gragoo,灰雁 (Graylag Goose),Anser anser,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-11-23 08:30,31.5022878,121.9425813,1,CN-31,S291395991
gragoo,灰雁 (Graylag Goose),Anser anser,北大港水库 (Beidagang Reservoir),2025-11-23 09:06,38.7358754,117.3537965,20,CN-12,S285725264
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,洋河大黄庄段 (Yang River at Dahuangzhuang),2025-11-23 09:20,40.381494,115.3695145,10,CN-13,S285705556
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,洋河大黄庄段 (Yang River at Dahuangzhuang),2025-11-23 09:20,40.381494,115.3695145,100,CN-13,S285705556
gragoo,灰雁 (Graylag Goose),Anser anser,小岛河码头 (Xiaodaohe Port),2025-11-23 09:30,37.5979632,118.9581929,0,CN-37,S285907913
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,小岛河码头 (Xiaodaohe Port),2025-11-23 09:30,37.5979632,118.9581929,0,CN-37,S285907913
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,小岛河码头 (Xiaodaohe Port),2025-11-23 09:30,37.5979632,118.9581929,1,CN-37,S285907913
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,小岛河码头 (Xiaodaohe Port),2025-11-23 09:30,37.5979632,118.9581929,0,CN-37,S285907913
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,小岛河码头 (Xiaodaohe Port),2025-11-23 09:30,37.5979632,118.9581929,0,CN-37,S285907913
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"永昌金川峡（Jinchuanxia,Yongchang）",2025-11-23 09:59,38.3179137,102.0046476,3,CN-62,S285788988
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"永昌金川峡（Jinchuanxia,Yongchang）",2025-11-23 09:59,38.3179137,102.0046476,60,CN-62,S285788988
gragoo,灰雁 (Graylag Goose),Anser anser,天兴洲头 (Tianxingzhou),2025-11-23 10:13,30.6619464,114.378945,1,CN-42,S285883277
gragoo,灰雁 (Graylag Goose),Anser anser,升金湖 (Shengjin Lake),2025-11-23 10:30,30.3755681,117.1052885,0,CN-34,S312349938
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,升金湖 (Shengjin Lake),2025-11-23 10:30,30.3755681,117.1052885,0,CN-34,S312349938
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-11-23 13:27,31.5022878,121.9425813,1,CN-31,S285704837
gragoo,灰雁 (Graylag Goose),Anser anser,"Zhong Xin Xian, Cang Zhou Shi, He Bei Sheng, CN (38.482, 117.449)",2025-11-23 13:54,38.4818002,117.449309,50,CN-13,S285711538
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),2025-11-23 13:54,33.603891,120.5134201,1,CN-32,S285712047
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园北园 (Olympic Forest Park North),2025-11-23 14:14,40.0271199,116.3929873,16,CN-11,S288236311
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,条子泥--中段 (Tiaozini Tidal Flats--Central Section),2025-11-23 14:18,32.75,120.96,30,CN-32,S285711163
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,条子泥--中段 (Tiaozini Tidal Flats--Central Section),2025-11-23 14:18,32.75,120.96,100,CN-32,S285711163
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,条子泥--中段 (Tiaozini Tidal Flats--Central Section),2025-11-23 14:18,32.75,120.96,300,CN-32,S285711163
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,顺坝垦区 (Shunba Agricultural Area),2025-11-23 15:15,30.274664,120.277054,5,CN-33,S285735318
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-11-23 15:47,39.777136,116.4605969,0,CN-11,S285717431
gragoo,灰雁 (Graylag Goose),Anser anser,铁河乡,2025-11-23 16:45,29.06066,115.919873,50,CN-36,S285717327
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,铁河乡,2025-11-23 16:45,29.06066,115.919873,15,CN-36,S285717327
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,铁河乡,2025-11-23 16:45,29.06066,115.919873,200,CN-36,S285717327
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,铁河乡,2025-11-23 16:45,29.06066,115.919873,500,CN-36,S285717327
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"余杭南湖 (South Lake, Yuhang)",2025-11-23 17:10,30.2575136,119.9171877,30,CN-33,S287980018
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"余杭南湖 (South Lake, Yuhang)",2025-11-23 17:10,30.2575136,119.9171877,10,CN-33,S287980018
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,北八,2025-11-23 22:53,31.591351,121.880776,10,CN-31,S285772553
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,上虞滨海围垦区 (Shangyu Coast),2025-11-24 06:30,30.2138969,120.8982819,5,CN-33,S285876262
gragoo,灰雁 (Graylag Goose),Anser anser,上虞滨海围垦区 (Shangyu Coast),2025-11-24 07:10,30.2138969,120.8982819,6,CN-33,S285890221
gragoo,灰雁 (Graylag Goose),Anser anser,汉寿西洞庭湖省级自然保护区,2025-11-24 13:00,28.8218707,112.2082663,50,CN-43,S312284363
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,汉寿西洞庭湖省级自然保护区,2025-11-24 13:00,28.8218707,112.2082663,1,CN-43,S312284363
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,汉寿西洞庭湖省级自然保护区,2025-11-24 13:00,28.8218707,112.2082663,50,CN-43,S312284363
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,汉寿西洞庭湖省级自然保护区,2025-11-24 13:00,28.8218707,112.2082663,20,CN-43,S312284363
